t,ecg,ppg,spo2
1761449890.7179742,9.0,176.0,174.0
1761449890.7436237,671.0,177.0,180.0
1761449890.7866523,643.0,176.0,175.0
1761449890.7870553,9.0,176.0,173.0
1761449890.8223643,671.0,177.0,180.0
1761449890.861284,671.0,177.0,176.0
1761449890.8821373,9.0,177.0,171.0
1761449890.9018052,669.0,176.0,179.0
1761449890.918309,671.0,176.0,176.0
1761449890.9472206,9.0,177.0,170.0
1761449890.986922,279.0,176.0,178.0
1761449891.0274603,671.0,176.0,177.0
1761449891.0322485,8.0,176.0,171.0
1761449891.0560002,9.0,177.0,176.0
1761449891.077982,671.0,177.0,179.0
1761449891.1109223,8.0,176.0,171.0
1761449891.1472228,9.0,176.0,176.0
1761449891.1862779,671.0,176.0,180.0
1761449891.2056735,175.0,177.0,172.0
1761449891.2111757,8.0,176.0,174.0
1761449891.2373974,671.0,177.0,180.0
1761449891.2714186,543.0,177.0,174.0
1761449891.3054342,8.0,176.0,172.0
1761449891.3446047,672.0,177.0,180.0
1761449891.3640058,670.0,176.0,175.0
1761449891.3825934,9.0,177.0,171.0
1761449891.3934405,671.0,177.0,179.0
1761449891.4294436,671.0,177.0,176.0
1761449891.4659097,9.0,177.0,171.0
1761449891.5106828,434.0,176.0,179.0
1761449891.5337942,671.0,176.0,177.0
1761449891.5368342,9.0,176.0,171.0
1761449891.5653675,86.0,176.0,177.0
1761449891.577621,671.0,176.0,178.0
1761449891.6092432,8.0,176.0,171.0
1761449891.6604228,9.0,176.0,176.0
1761449891.7001793,671.0,177.0,180.0
1761449891.720882,8.0,176.0,172.0
1761449891.7231781,8.0,176.0,175.0
1761449891.7409015,672.0,176.0,181.0
1761449891.7857516,429.0,176.0,174.0
1761449891.8266504,8.0,176.0,173.0
1761449891.8661582,671.0,176.0,180.0
1761449891.8886688,668.0,176.0,175.0
1761449891.8925123,9.0,177.0,172.0
1761449891.900343,672.0,177.0,180.0
1761449891.9218268,672.0,176.0,176.0
1761449891.9520013,9.0,176.0,171.0
1761449891.985604,575.0,176.0,179.0
1761449892.0284612,671.0,176.0,177.0
1761449892.04834,9.0,176.0,171.0
1761449892.0576563,203.0,176.0,178.0
1761449892.0814962,671.0,177.0,178.0
1761449892.109286,8.0,176.0,171.0
1761449892.141939,8.0,176.0,175.0
1761449892.1903224,671.0,177.0,179.0
1761449892.212363,8.0,176.0,171.0
1761449892.215733,8.0,176.0,175.0
1761449892.239935,671.0,177.0,179.0
1761449892.2793741,292.0,176.0,173.0
1761449892.3203783,9.0,177.0,174.0
1761449892.3631058,671.0,176.0,180.0
1761449892.3867898,610.0,176.0,175.0
1761449892.3897564,8.0,177.0,172.0
1761449892.4085658,671.0,176.0,180.0
1761449892.4251661,670.0,176.0,175.0
1761449892.4589214,8.0,177.0,171.0
1761449892.538467,671.0,176.0,179.0
1761449892.544316,672.0,176.0,177.0
1761449892.5637841,9.0,177.0,170.0
1761449892.565393,390.0,176.0,178.0
1761449892.5854404,671.0,176.0,177.0
1761449892.6277838,8.0,176.0,171.0
1761449892.6644614,63.0,176.0,177.0
1761449892.7118983,671.0,176.0,178.0
1761449892.7322543,9.0,177.0,170.0
1761449892.73564,8.0,176.0,175.0
1761449892.7507992,671.0,177.0,179.0
1761449892.7656124,111.0,177.0,171.0
1761449892.7996924,9.0,176.0,175.0
1761449892.8356273,672.0,176.0,181.0
1761449892.8793914,486.0,176.0,174.0
1761449892.8998911,8.0,177.0,173.0
1761449892.9034047,671.0,176.0,180.0
1761449892.927267,669.0,176.0,175.0
1761449892.9627538,9.0,177.0,172.0
1761449892.9979532,672.0,176.0,179.0
1761449893.0438452,671.0,177.0,175.0
1761449893.0649428,8.0,177.0,171.0
1761449893.0679567,517.0,177.0,178.0
1761449893.0853655,672.0,177.0,177.0
1761449893.1304986,8.0,176.0,171.0
1761449893.1698017,162.0,176.0,177.0
1761449893.2106147,671.0,176.0,178.0
1761449893.2311454,8.0,176.0,171.0
1761449893.2342489,8.0,176.0,176.0
1761449893.2492697,671.0,177.0,180.0
1761449893.2690778,8.0,176.0,172.0
1761449893.297179,9.0,176.0,175.0
1761449893.3323567,672.0,176.0,180.0
1761449893.3749428,330.0,176.0,173.0
1761449893.3968048,8.0,176.0,174.0
1761449893.4072468,671.0,177.0,180.0
1761449893.426061,641.0,177.0,174.0
1761449893.4599907,8.0,176.0,172.0
1761449893.498487,671.0,176.0,180.0
1761449893.5418763,671.0,176.0,175.0
1761449893.562671,8.0,176.0,171.0
1761449893.5650709,670.0,177.0,179.0
1761449893.5886264,671.0,176.0,177.0
1761449893.6227376,8.0,176.0,171.0
1761449893.6560738,290.0,176.0,178.0
1761449893.693461,672.0,177.0,178.0
1761449893.712166,8.0,176.0,171.0
1761449893.7256072,9.0,176.0,177.0
1761449893.7442503,671.0,177.0,179.0
1761449893.7702243,8.0,177.0,171.0
1761449893.7995982,9.0,177.0,175.0
1761449893.8406603,671.0,177.0,180.0
1761449893.8585708,168.0,176.0,172.0
1761449893.8808107,8.0,176.0,175.0
1761449893.9175477,671.0,177.0,180.0
1761449893.951463,528.0,177.0,174.0
1761449893.9945502,8.0,176.0,173.0
1761449894.0159156,672.0,176.0,180.0
1761449894.0284452,670.0,177.0,175.0
1761449894.03943,8.0,176.0,172.0
1761449894.0728648,671.0,177.0,180.0
1761449894.1067128,671.0,177.0,176.0
1761449894.1466262,9.0,177.0,170.0
1761449894.165831,466.0,177.0,178.0
1761449894.172483,671.0,176.0,177.0
1761449894.1912634,9.0,177.0,171.0
1761449894.2282891,115.0,177.0,177.0
1761449894.2619545,671.0,177.0,178.0
1761449894.3009276,8.0,176.0,171.0
1761449894.3214083,9.0,176.0,176.0
1761449894.335091,672.0,177.0,179.0
1761449894.350692,8.0,176.0,171.0
1761449894.3820012,8.0,176.0,175.0
1761449894.4139216,671.0,176.0,180.0
1761449894.4554923,383.0,177.0,173.0
1761449894.465597,9.0,176.0,174.0
1761449894.487333,672.0,177.0,181.0
1761449894.5066044,663.0,176.0,175.0
1761449894.5437708,9.0,176.0,173.0
1761449894.570066,671.0,177.0,180.0
1761449894.6183693,671.0,176.0,176.0
1761449894.6451313,9.0,177.0,171.0
1761449894.6475804,622.0,177.0,179.0
1761449894.6688027,671.0,176.0,176.0
1761449894.6944137,9.0,177.0,170.0
1761449894.721726,210.0,177.0,178.0
1761449894.756401,672.0,177.0,178.0
1761449894.8026578,8.0,176.0,171.0
1761449894.823812,9.0,176.0,176.0
1761449894.8304887,672.0,177.0,179.0
1761449894.8505743,8.0,176.0,171.0
1761449894.8924198,9.0,177.0,175.0
1761449894.925882,671.0,177.0,180.0
1761449894.9752986,183.0,177.0,172.0
1761449894.997809,8.0,176.0,174.0
1761449895.0046957,671.0,177.0,180.0
1761449895.0174825,562.0,177.0,174.0
1761449895.035131,8.0,176.0,172.0
1761449895.0718713,671.0,177.0,180.0
1761449895.1081648,670.0,176.0,175.0
1761449895.151152,9.0,177.0,171.0
1761449895.1690714,671.0,177.0,179.0
1761449895.1749754,671.0,176.0,176.0
1761449895.1949627,9.0,176.0,170.0
1761449895.232197,385.0,176.0,179.0
1761449895.305062,671.0,177.0,177.0
1761449895.3080375,8.0,176.0,171.0
1761449895.3134935,76.0,176.0,176.0
1761449895.3320842,671.0,176.0,178.0
1761449895.3539793,9.0,177.0,170.0
1761449895.3869534,9.0,177.0,175.0
1761449895.4242084,671.0,176.0,179.0
1761449895.4645584,28.0,177.0,171.0
1761449895.484078,8.0,176.0,174.0
1761449895.4910238,672.0,176.0,179.0
1761449895.5116897,430.0,176.0,173.0
1761449895.5473728,9.0,177.0,173.0
1761449895.5814226,671.0,176.0,180.0
1761449895.621662,667.0,176.0,175.0
1761449895.6221836,9.0,176.0,172.0
1761449895.65297,671.0,176.0,180.0
1761449895.675681,671.0,176.0,176.0
1761449895.6943781,8.0,177.0,171.0
1761449895.7558217,582.0,176.0,178.0
1761449895.8008475,672.0,176.0,177.0
1761449895.8219688,8.0,176.0,171.0
1761449895.8362918,195.0,176.0,177.0
1761449895.8426821,671.0,176.0,177.0
1761449895.8540409,9.0,177.0,170.0
1761449895.882329,8.0,176.0,176.0
1761449895.9181528,671.0,176.0,179.0
1761449895.9570122,8.0,176.0,171.0
1761449895.976305,8.0,176.0,175.0
1761449895.9913673,671.0,176.0,180.0
1761449896.0135274,266.0,177.0,172.0
1761449896.0668936,9.0,176.0,175.0
1761449896.107622,671.0,177.0,180.0
1761449896.1244376,594.0,177.0,174.0
1761449896.1320407,9.0,177.0,172.0
1761449896.1538327,671.0,177.0,180.0
1761449896.1867049,671.0,177.0,175.0
1761449896.2231605,8.0,177.0,172.0
1761449896.2602527,670.0,177.0,180.0
1761449896.2791793,671.0,176.0,177.0
1761449896.2854037,8.0,177.0,171.0
1761449896.3048286,355.0,177.0,178.0
1761449896.3453088,671.0,176.0,177.0
1761449896.3755863,9.0,177.0,171.0
1761449896.416209,60.0,176.0,177.0
1761449896.4359324,671.0,177.0,178.0
1761449896.4419274,9.0,177.0,170.0
1761449896.4608026,9.0,176.0,176.0
1761449896.4940145,671.0,177.0,180.0
1761449896.564826,38.0,176.0,172.0
1761449896.567383,8.0,176.0,175.0
1761449896.5873845,671.0,177.0,180.0
1761449896.6018834,443.0,177.0,173.0
1761449896.6198204,8.0,176.0,173.0
1761449896.646791,671.0,177.0,180.0
1761449896.680353,668.0,177.0,175.0
1761449896.722282,9.0,177.0,172.0
1761449896.7404895,671.0,177.0,179.0
1761449896.754906,671.0,177.0,176.0
1761449896.7757459,8.0,176.0,171.0
1761449896.8343594,564.0,177.0,179.0
1761449896.8847854,672.0,176.0,177.0
1761449896.8896594,9.0,177.0,170.0
1761449896.9115434,189.0,177.0,177.0
1761449896.9229784,671.0,176.0,178.0
1761449896.935482,8.0,176.0,171.0
1761449896.9680557,9.0,177.0,175.0
1761449896.9998279,671.0,176.0,179.0
1761449897.0412471,8.0,176.0,171.0
1761449897.0622506,8.0,176.0,175.0
1761449897.0771298,671.0,176.0,180.0
1761449897.095151,281.0,176.0,172.0
1761449897.124539,8.0,176.0,174.0
1761449897.1554694,671.0,177.0,180.0
1761449897.2013767,603.0,177.0,174.0
1761449897.2203767,9.0,177.0,172.0
1761449897.2421515,672.0,177.0,180.0
1761449897.2524316,671.0,177.0,176.0
1761449897.2914753,8.0,177.0,172.0
1761449897.3269389,671.0,177.0,180.0
1761449897.370431,671.0,176.0,176.0
1761449897.3907068,9.0,177.0,171.0
1761449897.4020088,356.0,176.0,178.0
1761449897.4126754,671.0,177.0,177.0
1761449897.447069,9.0,177.0,171.0
1761449897.4786727,46.0,177.0,176.0
1761449897.5234356,672.0,177.0,179.0
1761449897.542292,9.0,177.0,171.0
1761449897.547143,8.0,176.0,176.0
1761449897.570134,671.0,177.0,180.0
1761449897.599364,41.0,176.0,172.0
1761449897.6709125,9.0,177.0,174.0
1761449897.6744998,672.0,177.0,181.0
1761449897.698299,458.0,177.0,174.0
1761449897.7081008,9.0,177.0,173.0
1761449897.7261972,672.0,177.0,181.0
1761449897.7550535,669.0,177.0,175.0
1761449897.7862442,8.0,177.0,172.0
1761449897.8332713,671.0,177.0,180.0
1761449897.850876,671.0,177.0,175.0
1761449897.8683445,9.0,177.0,171.0
1761449897.8858712,563.0,177.0,178.0
1761449897.9139717,672.0,177.0,177.0
1761449897.944458,9.0,177.0,171.0
1761449897.9856899,203.0,177.0,177.0
1761449898.0074751,671.0,177.0,178.0
1761449898.0234327,9.0,177.0,171.0
1761449898.045263,8.0,176.0,177.0
1761449898.103782,671.0,177.0,180.0
1761449898.145995,9.0,177.0,172.0
1761449898.1515024,9.0,177.0,175.0
1761449898.166423,672.0,177.0,180.0
1761449898.1897743,308.0,176.0,173.0
1761449898.2012434,9.0,177.0,175.0
1761449898.2301974,672.0,177.0,181.0
1761449898.2685788,612.0,176.0,175.0
1761449898.312267,9.0,176.0,173.0
1761449898.317062,671.0,177.0,180.0
1761449898.3381643,671.0,176.0,175.0
1761449898.360944,9.0,177.0,172.0
1761449898.3950036,670.0,177.0,180.0
1761449898.4713748,672.0,176.0,177.0
1761449898.4731765,9.0,177.0,171.0
1761449898.4919925,324.0,177.0,178.0
1761449898.4979234,671.0,177.0,177.0
1761449898.5203662,8.0,176.0,171.0
1761449898.5505435,27.0,177.0,177.0
1761449898.5819314,672.0,177.0,179.0
1761449898.629182,8.0,177.0,172.0
1761449898.6489718,8.0,176.0,176.0
1761449898.6556976,672.0,177.0,180.0
1761449898.6771233,88.0,177.0,172.0
1761449898.716083,9.0,177.0,175.0
1761449898.7531724,671.0,177.0,180.0
1761449898.8040547,461.0,177.0,173.0
1761449898.8231528,9.0,176.0,174.0
1761449898.829031,671.0,177.0,180.0
1761449898.8821445,669.0,177.0,175.0
1761449898.8911726,9.0,177.0,172.0
1761449898.8924625,671.0,177.0,179.0
1761449898.9317486,671.0,177.0,176.0
1761449898.964023,9.0,177.0,171.0
1761449899.0118504,531.0,177.0,179.0
1761449899.017268,672.0,177.0,177.0
1761449899.0354888,9.0,177.0,171.0
1761449899.051642,172.0,177.0,177.0
1761449899.0737026,672.0,177.0,179.0
1761449899.1024032,9.0,177.0,171.0
1761449899.1391675,9.0,176.0,176.0
1761449899.1855986,671.0,177.0,180.0
1761449899.2046268,8.0,177.0,172.0
1761449899.2105565,8.0,177.0,175.0
1761449899.2330143,671.0,177.0,180.0
1761449899.2723103,345.0,176.0,173.0
1761449899.282635,8.0,176.0,174.0
1761449899.3582554,671.0,177.0,180.0
1761449899.37792,636.0,177.0,175.0
1761449899.3935883,9.0,177.0,172.0
1761449899.3965101,671.0,177.0,180.0
1761449899.4173996,671.0,177.0,175.0
1761449899.4454875,8.0,177.0,171.0
1761449899.4819992,670.0,177.0,180.0
1761449899.5257292,672.0,177.0,177.0
1761449899.5460474,8.0,176.0,172.0
1761449899.5622194,306.0,176.0,179.0
1761449899.5745099,671.0,177.0,178.0
1761449899.6144037,8.0,177.0,171.0
1761449899.6629899,8.0,176.0,176.0
1761449899.711118,672.0,177.0,179.0
1761449899.714536,9.0,177.0,172.0
1761449899.735412,8.0,176.0,176.0
1761449899.7418642,672.0,177.0,180.0
1761449899.765695,135.0,177.0,173.0
1761449899.8119078,9.0,177.0,174.0
1761449899.8122277,671.0,177.0,180.0
1761449899.852608,502.0,177.0,174.0
1761449899.9034948,9.0,177.0,173.0
1761449899.926767,671.0,177.0,180.0
1761449899.9343522,669.0,177.0,175.0
1761449899.94929,9.0,177.0,172.0
1761449899.9706986,671.0,177.0,179.0
1761449900.0058348,671.0,177.0,176.0
1761449900.0408547,9.0,177.0,171.0
1761449900.104633,481.0,177.0,179.0
1761449900.1256766,672.0,177.0,177.0
1761449900.137849,8.0,177.0,172.0
1761449900.1442785,136.0,177.0,177.0
1761449900.155136,671.0,177.0,178.0
1761449900.1881258,9.0,176.0,171.0
1761449900.2193284,8.0,176.0,176.0
1761449900.2650464,672.0,177.0,180.0
1761449900.2849524,8.0,177.0,172.0
1761449900.3011804,9.0,177.0,174.0
1761449900.3145683,672.0,177.0,181.0
1761449900.3474584,369.0,177.0,174.0
1761449900.3853815,8.0,177.0,173.0
1761449900.4296145,672.0,177.0,181.0
1761449900.4469984,652.0,177.0,176.0
1761449900.45329,9.0,177.0,172.0
1761449900.4727685,672.0,177.0,181.0
1761449900.511551,671.0,177.0,177.0
1761449900.5416212,9.0,177.0,172.0
1761449900.5875459,652.0,177.0,180.0
1761449900.589842,671.0,177.0,176.0
1761449900.6140487,9.0,177.0,171.0
1761449900.6360888,266.0,177.0,178.0
1761449900.6583319,672.0,177.0,178.0
1761449900.6919098,8.0,176.0,171.0
1761449900.7317247,8.0,177.0,177.0
1761449900.7849522,671.0,177.0,179.0
1761449900.8085067,9.0,177.0,172.0
1761449900.8142707,9.0,177.0,175.0
1761449900.8262472,671.0,177.0,180.0
1761449900.8427835,166.0,177.0,172.0
1761449900.8726954,9.0,177.0,174.0
1761449900.9087925,672.0,177.0,181.0
1761449900.9519281,541.0,176.0,175.0
1761449900.9715772,9.0,177.0,173.0
1761449900.9777098,671.0,177.0,180.0
1761449901.0013955,670.0,177.0,176.0
1761449901.0398238,9.0,177.0,172.0
1761449901.0740166,671.0,177.0,179.0
1761449901.1205947,671.0,177.0,176.0
1761449901.1210892,8.0,176.0,172.0
1761449901.1400142,433.0,177.0,178.0
1761449901.167401,671.0,177.0,178.0
1761449901.1836822,9.0,176.0,171.0
1761449901.239119,95.0,177.0,177.0
1761449901.2896054,671.0,177.0,178.0
1761449901.291037,8.0,177.0,171.0
1761449901.2962909,8.0,177.0,176.0
1761449901.3206859,671.0,177.0,180.0
1761449901.3461306,8.0,176.0,172.0
1761449901.3863704,8.0,177.0,176.0
1761449901.4267814,671.0,177.0,180.0
1761449901.4740133,414.0,177.0,173.0
1761449901.4977865,8.0,176.0,174.0
1761449901.5040543,671.0,177.0,180.0
1761449901.5187488,665.0,177.0,175.0
1761449901.5273156,8.0,176.0,173.0
1761449901.568066,672.0,177.0,180.0
1761449901.6019824,671.0,177.0,177.0
1761449901.6528146,9.0,177.0,172.0
1761449901.6723936,584.0,177.0,179.0
1761449901.679513,671.0,177.0,177.0
1761449901.6939647,9.0,177.0,171.0
1761449901.7116191,209.0,177.0,177.0
1761449901.7399075,671.0,177.0,178.0
1761449901.8120177,8.0,177.0,172.0
1761449901.8179152,8.0,177.0,176.0
1761449901.837865,671.0,177.0,179.0
1761449901.8508997,9.0,177.0,172.0
1761449901.8711593,9.0,176.0,175.0
1761449901.8967135,672.0,177.0,180.0
1761449901.9304733,238.0,177.0,173.0
1761449901.975533,8.0,177.0,175.0
1761449901.9945972,672.0,177.0,180.0
1761449902.0113764,579.0,177.0,175.0
1761449902.0270774,8.0,177.0,173.0
1761449902.059461,672.0,177.0,179.0
1761449902.0912917,671.0,177.0,176.0
1761449902.1382914,9.0,177.0,172.0
1761449902.158122,670.0,177.0,179.0
1761449902.1630652,672.0,177.0,177.0
1761449902.1867905,9.0,177.0,172.0
1761449902.219929,394.0,177.0,177.0
1761449902.2566333,672.0,177.0,177.0
1761449902.3047338,9.0,177.0,172.0
1761449902.3246012,84.0,177.0,175.0
1761449902.3299139,671.0,177.0,178.0
1761449902.350932,8.0,176.0,173.0
1761449902.3841743,8.0,177.0,176.0
1761449902.4214268,671.0,177.0,179.0
1761449902.465757,12.0,177.0,173.0
1761449902.466171,8.0,177.0,174.0
1761449902.488093,671.0,177.0,179.0
1761449902.503836,414.0,177.0,174.0
1761449902.5505228,9.0,177.0,175.0
1761449902.5869536,672.0,177.0,178.0
1761449902.5874522,665.0,177.0,176.0
1761449902.655974,9.0,177.0,173.0
1761449902.6806285,671.0,177.0,178.0
1761449902.6876373,671.0,177.0,177.0
1761449902.7015111,9.0,176.0,173.0
1761449902.7152696,553.0,177.0,178.0
1761449902.752857,672.0,177.0,177.0
1761449902.7921472,9.0,177.0,173.0
1761449902.84049,194.0,177.0,176.0
1761449902.863013,671.0,177.0,177.0
1761449902.8690596,9.0,177.0,173.0
1761449902.8833942,9.0,176.0,176.0
1761449902.8995135,671.0,177.0,179.0
1761449902.9359784,8.0,177.0,173.0
1761449902.9759238,8.0,177.0,175.0
1761449903.0282328,672.0,177.0,179.0
1761449903.0541575,247.0,177.0,174.0
1761449903.057083,8.0,176.0,175.0
1761449903.0629585,672.0,177.0,179.0
1761449903.0919106,586.0,177.0,176.0
1761449903.1210496,8.0,176.0,173.0
1761449903.1370463,671.0,177.0,179.0
1761449903.1802924,671.0,177.0,176.0
1761449903.2345693,9.0,177.0,173.0
1761449903.2589853,670.0,177.0,178.0
1761449903.2665567,671.0,177.0,177.0
1761449903.2827632,9.0,177.0,173.0
1761449903.2965734,340.0,177.0,177.0
1761449903.3358886,671.0,177.0,177.0
1761449903.3758786,8.0,176.0,173.0
1761449903.43264,45.0,177.0,175.0
1761449903.4559658,671.0,177.0,178.0
1761449903.4633126,9.0,177.0,172.0
1761449903.4761364,9.0,176.0,176.0
1761449903.4872456,672.0,177.0,179.0
1761449903.5229988,44.0,177.0,174.0
1761449903.5599387,9.0,177.0,175.0
1761449903.6135452,671.0,177.0,179.0
1761449903.635321,465.0,176.0,175.0
1761449903.6387,9.0,177.0,174.0
1761449903.6527781,671.0,177.0,178.0
1761449903.6652687,669.0,177.0,176.0
1761449903.6979132,8.0,176.0,173.0
1761449903.7337239,672.0,177.0,179.0
1761449903.7864497,671.0,177.0,176.0
1761449903.8089523,8.0,177.0,173.0
1761449903.8155286,524.0,177.0,178.0
1761449903.8327372,671.0,177.0,177.0
1761449903.84976,9.0,177.0,173.0
1761449903.878784,154.0,177.0,176.0
1761449903.9609318,671.0,177.0,177.0
1761449903.967811,9.0,177.0,173.0
1761449903.985286,8.0,176.0,175.0
1761449903.9911919,671.0,177.0,178.0
1761449904.0138733,9.0,177.0,173.0
1761449904.0530245,8.0,177.0,174.0
1761449904.0868983,672.0,177.0,179.0
1761449904.1393144,304.0,177.0,175.0
1761449904.1604545,8.0,176.0,175.0
1761449904.1674135,672.0,177.0,179.0
1761449904.179386,616.0,177.0,176.0
1761449904.1935093,9.0,177.0,173.0
1761449904.2252629,671.0,177.0,178.0
1761449904.2626445,671.0,177.0,177.0
1761449904.3164108,8.0,176.0,173.0
1761449904.3221815,668.0,177.0,178.0
1761449904.3419235,671.0,176.0,177.0
1761449904.3534024,8.0,177.0,172.0
1761449904.3785892,285.0,176.0,177.0
1761449904.416336,672.0,177.0,178.0
1761449904.4546359,8.0,176.0,173.0
1761449904.5039532,8.0,176.0,175.0
1761449904.5107753,671.0,177.0,178.0
1761449904.529244,9.0,177.0,174.0
1761449904.546278,8.0,177.0,175.0
1761449904.5626347,671.0,177.0,178.0
1761449904.5936918,155.0,177.0,173.0
1761449904.633095,8.0,177.0,174.0
1761449904.6958058,671.0,177.0,179.0
1761449904.719259,532.0,177.0,175.0
1761449904.7260063,9.0,177.0,173.0
1761449904.7392616,671.0,177.0,178.0
1761449904.7500582,670.0,177.0,176.0
1761449904.7898629,8.0,176.0,173.0
1761449904.8292527,671.0,176.0,178.0
1761449904.8879485,671.0,176.0,176.0
1761449904.9101427,9.0,177.0,173.0
1761449904.9190555,417.0,177.0,177.0
1761449904.9323113,671.0,177.0,177.0
1761449904.9447699,9.0,177.0,172.0
1761449904.9593492,107.0,177.0,175.0
1761449904.9887598,671.0,177.0,178.0
1761449905.024453,9.0,176.0,173.0
1761449905.0866718,9.0,177.0,176.0
1761449905.088196,671.0,177.0,179.0
1761449905.1133459,8.0,176.0,173.0
1761449905.1290247,8.0,177.0,175.0
1761449905.1438365,671.0,177.0,178.0
1761449905.1766949,406.0,177.0,175.0
1761449905.2089915,9.0,177.0,174.0
1761449905.2621021,671.0,177.0,178.0
1761449905.2832499,667.0,177.0,176.0
1761449905.291103,9.0,177.0,173.0
1761449905.304195,671.0,177.0,179.0
1761449905.3284097,671.0,177.0,177.0
1761449905.353117,9.0,177.0,173.0
1761449905.3846445,580.0,177.0,179.0
1761449905.434518,672.0,177.0,177.0
1761449905.4553146,8.0,177.0,173.0
1761449905.46149,203.0,176.0,177.0
1761449905.4842474,672.0,177.0,178.0
1761449905.5154395,8.0,177.0,173.0
1761449905.5505555,8.0,176.0,176.0
1761449905.6095538,671.0,177.0,178.0
1761449905.6307914,8.0,177.0,173.0
1761449905.6348796,9.0,176.0,176.0
1761449905.6604507,672.0,177.0,179.0
1761449905.6691635,247.0,177.0,174.0
1761449905.7102015,8.0,176.0,175.0
1761449905.754427,672.0,177.0,179.0
1761449905.8105,579.0,177.0,175.0
1761449905.8319995,9.0,177.0,173.0
1761449905.8363163,671.0,177.0,179.0
1761449905.852507,671.0,177.0,176.0
1761449905.8565586,9.0,177.0,172.0
1761449905.9044728,670.0,177.0,178.0
1761449905.9062903,671.0,177.0,177.0
1761449905.9407272,8.0,177.0,173.0
1761449905.998512,377.0,176.0,178.0
1761449906.0195196,672.0,177.0,178.0
1761449906.0358407,8.0,177.0,173.0
1761449906.0431492,58.0,177.0,176.0
1761449906.0864723,672.0,177.0,179.0
1761449906.1204894,9.0,177.0,173.0
1761449906.171794,8.0,177.0,176.0
1761449906.1920142,672.0,177.0,179.0
1761449906.1956515,75.0,176.0,174.0
1761449906.2020802,9.0,177.0,174.0
1761449906.2253273,671.0,177.0,178.0
1761449906.2587993,466.0,177.0,175.0
1761449906.2954056,9.0,177.0,175.0
1761449906.349,671.0,177.0,178.0
1761449906.373311,669.0,177.0,176.0
1761449906.3793824,9.0,177.0,172.0
1761449906.3911076,671.0,177.0,178.0
1761449906.4098423,671.0,177.0,176.0
1761449906.4377959,8.0,176.0,173.0
1761449906.4746532,505.0,177.0,177.0
1761449906.5234091,672.0,177.0,176.0
1761449906.5238485,9.0,177.0,173.0
1761449906.55337,157.0,177.0,177.0
1761449906.5716155,671.0,177.0,179.0
1761449906.594285,9.0,176.0,174.0
1761449906.6188073,9.0,177.0,175.0
1761449906.7039177,671.0,177.0,178.0
1761449906.710709,8.0,177.0,173.0
1761449906.7280383,9.0,177.0,174.0
1761449906.7404888,671.0,177.0,178.0
1761449906.7563186,362.0,177.0,175.0
1761449906.798041,9.0,177.0,174.0
1761449906.8727772,672.0,177.0,179.0
1761449906.9251816,653.0,177.0,177.0
1761449906.9462807,8.0,176.0,174.0
1761449906.9520495,671.0,177.0,178.0
1761449906.9626935,671.0,177.0,177.0
1761449906.9690838,8.0,176.0,174.0
1761449906.9783099,656.0,177.0,178.0
1761449906.9911044,671.0,177.0,177.0
1761449907.0192082,9.0,177.0,173.0
1761449907.0585544,264.0,176.0,177.0
1761449907.1192672,671.0,177.0,178.0
1761449907.133358,8.0,177.0,174.0
1761449907.1340184,8.0,177.0,175.0
1761449907.1571553,671.0,177.0,178.0
1761449907.1755226,9.0,177.0,173.0
1761449907.2059193,9.0,177.0,174.0
1761449907.2396805,672.0,177.0,179.0
1761449907.2960875,203.0,176.0,175.0
1761449907.3178997,9.0,177.0,175.0
1761449907.3219442,671.0,177.0,179.0
1761449907.3399062,566.0,177.0,175.0
1761449907.359963,8.0,177.0,173.0
1761449907.385001,672.0,177.0,179.0
1761449907.4198735,671.0,177.0,177.0
1761449907.4746253,9.0,177.0,174.0
1761449907.4943733,671.0,177.0,178.0
1761449907.4998271,672.0,177.0,177.0
1761449907.5221393,8.0,176.0,173.0
1761449907.5633414,397.0,177.0,177.0
1761449907.5989592,671.0,177.0,178.0
1761449907.6532364,9.0,177.0,173.0
1761449907.6751611,60.0,177.0,175.0
1761449907.6825402,671.0,177.0,178.0
1761449907.6931906,8.0,177.0,173.0
1761449907.7048786,9.0,176.0,176.0
1761449907.745257,671.0,177.0,178.0
1761449907.781263,22.0,177.0,174.0
1761449907.8316154,8.0,177.0,175.0
1761449907.8531816,671.0,177.0,179.0
1761449907.86031,454.0,177.0,174.0
1761449907.8704023,8.0,176.0,174.0
1761449907.888213,672.0,177.0,179.0
1761449907.9189348,669.0,176.0,176.0
1761449907.9531035,9.0,177.0,174.0
1761449908.0039258,671.0,177.0,178.0
1761449908.0055668,671.0,177.0,176.0
1761449908.034765,9.0,177.0,172.0
1761449908.0491602,628.0,177.0,178.0
1761449908.073632,672.0,177.0,177.0
1761449908.102116,8.0,177.0,173.0
1761449908.174013,161.0,177.0,176.0
1761449908.1947613,671.0,177.0,178.0
1761449908.2137635,9.0,177.0,173.0
1761449908.215313,9.0,177.0,175.0
1761449908.2334592,672.0,177.0,179.0
1761449908.2571988,9.0,177.0,173.0
1761449908.2818506,8.0,176.0,175.0
1761449908.319071,672.0,177.0,179.0
1761449908.3741837,254.0,176.0,174.0
1761449908.3790057,8.0,176.0,174.0
1761449908.4028413,671.0,177.0,179.0
1761449908.4198253,627.0,177.0,175.0
1761449908.4414926,8.0,176.0,173.0
